ts,open,high,low,close,volume
2017-05-21,0.37999,0.37999,0.25,0.32799999999999996,8337612.913283008
2017-05-28,0.327,0.34991,0.1445,0.21631,43724115.146745704
2017-06-04,0.21628000000000003,0.3291,0.17869000000000002,0.28841999999999995,44295138.55111578
2017-06-11,0.28841999999999995,0.29849000000000003,0.24986999999999998,0.26811999999999997,26300745.93748962
2017-06-18,0.27,0.29554,0.20347,0.26308000000000004,34543817.35890351
2017-06-25,0.264,0.3237,0.24595999999999998,0.255,28693681.961467154
2017-07-02,0.2557,0.26645,0.21600000000000003,0.24661999999999998,22962698.096235014
2017-07-09,0.24661999999999998,0.25653000000000004,0.209,0.22401,16959250.105514895
2017-07-16,0.22383000000000003,0.22496999999999998,0.129,0.14707,52272847.88438469
2017-07-23,0.14873,0.20743000000000003,0.14337,0.1974,36548750.97812653
2017-07-30,0.19701,0.19881,0.15429,0.16416,22447487.212608892
2017-08-06,0.1619,0.192,0.15812,0.17959,34853003.72532582
2017-08-13,0.18048,0.19908,0.15844,0.16607,54723109.64144747
2017-08-20,0.16594,0.18049,0.14737999999999998,0.15805,68526371.4092954
2017-08-27,0.15815,0.2999,0.1518,0.20121,332269257.97884715
2017-09-03,0.20210999999999998,0.26526,0.19399999999999998,0.22914,155527044.14509678
2017-09-10,0.22914,0.23289,0.1886,0.21650999999999998,79372527.29620366
2017-09-17,0.21604,0.22399999999999998,0.14765,0.18147,86345573.35816157
2017-09-24,0.1815,0.19477,0.1665,0.17554,62182794.04374057
2017-10-01,0.17572000000000002,0.21497,0.17389000000000002,0.20938,116808537.6828976
2017-10-08,0.20938,0.284,0.19722,0.28076,246058471.37264287
2017-10-15,0.28060999999999997,0.28076,0.23231,0.2642,414239619.548342
2017-10-22,0.2647,0.3,0.19449,0.2016,506439566.6072598
2017-10-29,0.20175,0.21696999999999997,0.1823,0.2027,200616496.0888704
2017-11-05,0.20265999999999998,0.2288,0.17421,0.19942000000000001,162680816.5573584
2017-11-12,0.19935,0.22416999999999998,0.18706,0.19002,272578545.8035737
2017-11-19,0.19007000000000002,0.2815,0.18932000000000002,0.23264,512790515.4588305
2017-11-26,0.23289,0.25451,0.22418000000000002,0.2454,336635431.4913424
2017-12-03,0.2455,0.28126999999999996,0.19699999999999998,0.24489,494246232.7127873
